Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1675728000,40260,39585,530,8,15,0
AP,1675728000,32505,32277,150,5,8,0
EA,1675728000,0,0,0,0,0,0
EF,1675728000,80275,79497,618,25,1,0
EIC,1675728000,46875,46357,384,20,9,0
G,1675728000,36712,36268,409,4,3,0
GRZ,1675728000,39345,38842,445,5,4,0
GTH,1675728000,52771,52309,378,0,10,0
HBN,1675728000,28158,27677,443,1,9,0
IK,1675728000,48344,47828,455,9,5,0
J,1675728000,47001,46582,183,11,57,0
KYF,1675728000,26846,26479,274,2,10,0
NDH,1675728000,28986,28778,111,5,10,0
SHK,1675728000,37588,37197,258,11,9,1
SHL,1675728000,12835,12617,209,0,0,0
SLF,1675728000,41886,41223,596,9,5,0
SM,1675728000,56648,55766,761,23,13,1
SOK,1675728000,34366,33964,351,1,6,0
SOM,1675728000,27621,27308,269,2,3,0
SON,1675728000,24498,24128,305,11,9,0
UH,1675728000,43845,43352,448,6,6,0
WAK,1675728000,64332,63702,468,6,10,0
WE,1675728000,27378,27152,194,7,7,1
TH,1675728000,879075,868888,8239,171,209,3
