Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1644624000,16245,13810,388,106,14,0
AP,1644624000,13506,11552,119,140,68,0
EA,1644624000,0,0,0,0,0,0
EF,1644624000,30223,27463,435,118,22,0
EIC,1644624000,14754,12185,301,103,86,-1
G,1644624000,14886,12861,324,140,55,0
GRZ,1644624000,17882,16044,301,132,8,0
GTH,1644624000,23872,20925,315,115,14,0
HBN,1644624000,14471,12545,382,128,38,0
IK,1644624000,19654,17717,400,162,102,0
J,1644624000,14529,11559,127,345,65,0
KYF,1644624000,10982,9828,216,97,58,0
NDH,1644624000,9639,8330,94,109,62,1
SHK,1644624000,14795,12183,195,273,38,0
SHL,1644624000,5887,4848,164,58,2,0
SLF,1644624000,18829,17115,475,198,51,1
SM,1644624000,24786,22181,566,0,31,0
SOK,1644624000,16633,14371,287,175,17,0
SOM,1644624000,11638,10022,210,0,25,0
SON,1644624000,11378,10035,267,0,19,0
UH,1644624000,17006,15135,380,28,88,0
WAK,1644624000,25887,22218,417,180,102,0
WE,1644624000,9078,7246,133,66,31,0
TH,1644624000,356560,310173,6496,2673,996,1
