Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1651363200,30789,28471,427,0,101,0
AP,1651363200,26535,24785,129,0,398,0
EA,1651363200,0,0,0,0,0,0
EF,1651363200,63207,61786,500,0,81,0
EIC,1651363200,35218,31799,330,0,399,0
G,1651363200,28367,27324,352,0,21,0
GRZ,1651363200,30015,25963,352,0,86,0
GTH,1651363200,42415,41183,331,0,54,0
HBN,1651363200,23105,21278,398,0,61,0
IK,1651363200,37381,36035,422,0,109,0
J,1651363200,34373,31181,141,0,330,0
KYF,1651363200,21833,20189,236,0,54,0
NDH,1651363200,23625,22591,101,0,27,0
SHK,1651363200,29527,27664,217,0,42,0
SHL,1651363200,10125,9609,175,0,2,0
SLF,1651363200,35114,33666,523,0,66,0
SM,1651363200,42967,40942,645,0,31,0
SOK,1651363200,29099,27574,316,0,26,0
SOM,1651363200,22796,22142,228,0,9,0
SON,1651363200,19838,17608,284,0,88,0
UH,1651363200,33795,31919,408,0,7,0
WAK,1651363200,49685,47393,441,0,46,0
WE,1651363200,21224,18589,149,0,302,0
TH,1651363200,691033,649691,7105,0,2340,0
