Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1650153600,29834,25129,413,0,200,0
AP,1650153600,25893,21316,129,0,149,0
EA,1650153600,0,0,0,0,0,0
EF,1650153600,59827,58529,470,0,223,0
EIC,1650153600,33747,27126,327,0,391,0
G,1650153600,27648,26299,346,0,275,0
GRZ,1650153600,26912,22359,335,1,179,0
GTH,1650153600,41245,39467,325,0,403,0
HBN,1650153600,22410,19237,392,0,169,0
IK,1650153600,35563,33379,420,0,113,0
J,1650153600,32821,25877,135,0,270,0
KYF,1650153600,21200,17606,236,0,250,0
NDH,1650153600,23129,19368,101,0,486,0
SHK,1650153600,28763,24031,215,0,51,0
SHL,1650153600,9789,9097,173,0,21,0
SLF,1650153600,34401,32052,519,0,393,0
SM,1650153600,41374,39028,638,0,233,0
SOK,1650153600,28445,24614,308,0,149,0
SOM,1650153600,22288,21380,223,0,79,0
SON,1650153600,19128,15495,283,0,174,0
UH,1650153600,32313,30024,397,0,485,0
WAK,1650153600,47841,43687,426,0,187,0
WE,1650153600,20388,15276,149,0,254,0
TH,1650153600,664959,590376,6960,1,5134,0
