Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1606003200,758,432,5,2,22,0
AP,1606003200,478,389,8,2,9,0
EA,1606003200,119,90,5,0,4,0
EF,1606003200,1250,884,19,11,28,2
EIC,1606003200,731,561,16,0,14,0
G,1606003200,713,541,27,4,16,0
GRZ,1606003200,1062,892,49,24,15,0
GTH,1606003200,774,556,38,8,16,1
HBN,1606003200,760,286,5,6,10,0
IK,1606003200,695,385,7,37,13,0
J,1606003200,629,498,6,0,10,0
KYF,1606003200,363,205,4,4,8,0
NDH,1606003200,311,186,4,0,2,0
SHK,1606003200,563,365,12,6,11,0
SHL,1606003200,120,93,2,1,4,0
SLF,1606003200,510,290,8,33,13,0
SM,1606003200,865,628,16,26,14,0
SOK,1606003200,476,338,13,13,7,0
SOM,1606003200,437,267,3,12,2,0
SON,1606003200,647,453,32,0,13,0
UH,1606003200,691,399,13,0,12,0
WAK,1606003200,379,282,3,0,14,0
WE,1606003200,409,353,1,3,5,0
TH,1606003200,13740,9373,296,192,262,3
