Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1625875200,6898,6586,293,7,-2,1
AP,1625875200,4112,4035,77,0,2,0
EA,1625875200,1961,1883,75,0,0,0
EF,1625875200,8625,8347,273,0,0,0
EIC,1625875200,6249,5979,250,0,1,0
G,1625875200,5704,5500,202,0,0,0
GRZ,1625875200,7848,7614,230,1,0,0
GTH,1625875200,8676,8458,205,2,1,0
HBN,1625875200,5386,5124,247,0,0,0
IK,1625875200,6513,6295,218,0,0,0
J,1625875200,4337,4246,83,1,0,0
KYF,1625875200,3683,3538,144,0,0,0
NDH,1625875200,2936,2866,70,0,0,0
SHK,1625875200,4737,4611,126,0,0,0
SHL,1625875200,2176,2063,113,0,0,0
SLF,1625875200,6782,6491,288,0,0,0
SM,1625875200,10004,9631,370,0,0,0
SOK,1625875200,6460,6275,181,0,0,0
SOM,1625875200,4165,4032,133,0,0,0
SON,1625875200,4245,4079,163,0,0,0
UH,1625875200,6426,6158,264,0,0,0
WAK,1625875200,8309,8056,246,2,2,0
WE,1625875200,2619,2512,103,0,0,0
TH,1625875200,128851,124379,4354,13,4,1
