Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1605657600,636,387,5,23,20,0
AP,1605657600,430,352,7,6,13,0
EA,1605657600,114,79,5,7,3,0
EF,1605657600,1122,783,15,81,11,0
EIC,1605657600,695,500,16,16,10,0
G,1605657600,636,501,27,13,12,0
GRZ,1605657600,991,842,49,12,7,0
GTH,1605657600,685,512,34,20,10,1
HBN,1605657600,600,252,5,22,16,0
IK,1605657600,606,347,7,78,8,0
J,1605657600,583,451,6,39,13,2
KYF,1605657600,295,177,4,14,8,1
NDH,1605657600,262,176,2,2,3,0
SHK,1605657600,503,328,12,19,9,1
SHL,1605657600,118,83,2,4,4,0
SLF,1605657600,392,248,5,19,20,0
SM,1605657600,751,568,14,36,18,2
SOK,1605657600,397,317,13,10,12,1
SOM,1605657600,351,251,2,13,6,0
SON,1605657600,607,419,32,20,9,1
UH,1605657600,597,327,13,31,12,1
WAK,1605657600,351,257,3,11,2,0
WE,1605657600,384,324,1,5,11,0
TH,1605657600,12106,8481,279,501,237,10
