Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1685318400,40670,40105,543,0,0,0
AP,1685318400,32772,32600,154,0,2,0
EA,1685318400,0,0,0,0,0,0
EF,1685318400,81406,80747,637,0,3,0
EIC,1685318400,47517,47104,395,0,2,0
G,1685318400,37001,36572,417,0,2,0
GRZ,1685318400,39677,39209,456,0,1,0
GTH,1685318400,53218,52827,387,0,1,0
HBN,1685318400,28419,27967,447,0,0,0
IK,1685318400,48804,48333,465,0,3,0
J,1685318400,47595,47362,194,0,9,0
KYF,1685318400,27000,26715,278,0,0,0
NDH,1685318400,29373,29229,115,0,1,0
SHK,1685318400,38174,37904,262,0,0,0
SHL,1685318400,12959,12740,214,0,0,0
SLF,1685318400,42305,41668,610,0,4,0
SM,1685318400,57320,56526,786,0,3,0
SOK,1685318400,34678,34311,356,0,3,0
SOM,1685318400,27851,27572,272,0,1,0
SON,1685318400,24799,24476,312,0,2,0
UH,1685318400,44069,43598,455,0,0,0
WAK,1685318400,65305,64801,472,0,3,0
WE,1685318400,27681,27470,207,0,0,0
TH,1685318400,888593,879836,8434,0,40,0
