Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1682380800,40641,40038,541,16,6,0
AP,1682380800,32747,32553,154,1,4,0
EA,1682380800,0,0,0,0,0,0
EF,1682380800,81335,80619,631,12,17,0
EIC,1682380800,47467,47032,390,0,7,0
G,1682380800,36974,36538,415,0,4,0
GRZ,1682380800,39647,39140,455,5,4,0
GTH,1682380800,53195,52792,384,3,4,0
HBN,1682380800,28406,27915,446,0,3,0
IK,1682380800,48768,48281,465,4,1,0
J,1682380800,47528,47226,189,1,0,0
KYF,1682380800,26989,26693,278,0,1,0
NDH,1682380800,29331,29158,115,5,2,0
SHK,1682380800,38135,37832,262,5,0,0
SHL,1682380800,12946,12724,213,0,1,0
SLF,1682380800,42264,41611,609,0,2,0
SM,1682380800,57268,56455,782,1,6,0
SOK,1682380800,34652,34257,356,0,1,0
SOM,1682380800,27823,27527,272,0,0,0
SON,1682380800,24782,24447,311,4,1,0
UH,1682380800,44042,43565,454,2,1,0
WAK,1682380800,65250,64701,472,3,4,0
WE,1682380800,27666,27444,201,0,3,0
TH,1682380800,887856,878548,8395,62,72,0
