Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1650240000,29834,25475,413,0,346,0
AP,1650240000,25893,21639,129,0,323,0
EA,1650240000,0,0,0,0,0,0
EF,1650240000,59827,58636,470,0,107,0
EIC,1650240000,33747,27520,327,0,394,0
G,1650240000,27648,26451,346,0,152,0
GRZ,1650240000,26912,22606,335,0,247,0
GTH,1650240000,41245,39688,325,0,221,0
HBN,1650240000,22410,19371,392,0,134,0
IK,1650240000,35563,33483,420,0,104,0
J,1650240000,32821,26365,135,0,488,0
KYF,1650240000,21200,17936,236,0,330,0
NDH,1650240000,23129,19852,101,0,484,0
SHK,1650240000,28763,24417,215,0,386,0
SHL,1650240000,9789,9167,173,0,70,0
SLF,1650240000,34401,32219,519,0,167,0
SM,1650240000,41374,39264,638,0,236,0
SOK,1650240000,28445,25161,308,0,547,0
SOM,1650240000,22288,21476,223,0,96,0
SON,1650240000,19128,15640,283,0,145,0
UH,1650240000,32313,30518,397,0,494,0
WAK,1650240000,47841,44293,426,0,606,0
WE,1650240000,20388,15668,149,0,392,0
TH,1650240000,664959,596845,6960,0,6469,0
