Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1588896000,54,44,3,0,0,0
AP,1588896000,72,64,4,1,0,0
EA,1588896000,24,15,1,1,1,0
EF,1588896000,135,128,2,0,0,0
EIC,1588896000,136,113,4,0,0,0
G,1588896000,178,118,8,3,0,1
GRZ,1588896000,522,365,35,3,14,2
GTH,1588896000,260,170,17,4,5,0
HBN,1588896000,31,19,1,3,0,0
IK,1588896000,127,114,4,0,0,0
J,1588896000,158,155,3,-1,1,0
KYF,1588896000,41,38,0,0,0,0
NDH,1588896000,60,58,1,0,1,0
SHK,1588896000,62,52,2,0,0,0
SHL,1588896000,13,11,2,0,0,0
SLF,1588896000,65,58,0,0,0,0
SM,1588896000,108,82,3,1,0,0
SOK,1588896000,132,103,12,1,2,0
SOM,1588896000,37,35,1,0,0,0
SON,1588896000,130,83,9,4,1,0
UH,1588896000,78,68,2,1,2,0
WAK,1588896000,45,37,1,0,0,0
WE,1588896000,65,62,0,0,0,0
TH,1588896000,2533,1992,115,21,27,3
