Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1665792000,37311,35000,490,0,18,0
AP,1665792000,31063,29685,138,0,0,0
EA,1665792000,0,0,0,0,0,0
EF,1665792000,75164,73005,555,0,128,0
EIC,1665792000,44390,42955,363,0,35,0
G,1665792000,34202,32879,376,0,5,0
GRZ,1665792000,37507,36209,399,0,41,0
GTH,1665792000,50054,48532,357,0,32,0
HBN,1665792000,27013,25473,427,0,3,0
IK,1665792000,45457,43720,441,0,45,0
J,1665792000,44005,41823,163,0,6,0
KYF,1665792000,25546,24391,250,0,0,0
NDH,1665792000,27275,26307,106,0,24,0
SHK,1665792000,35331,33340,235,0,25,0
SHL,1665792000,12148,11513,191,0,0,0
SLF,1665792000,40120,38584,571,0,5,0
SM,1665792000,53217,50488,702,0,24,0
SOK,1665792000,32991,31590,344,0,9,0
SOM,1665792000,26032,25188,249,0,2,0
SON,1665792000,23247,21933,294,0,0,0
UH,1665792000,41684,40317,425,0,15,0
WAK,1665792000,60852,57854,455,0,0,0
WE,1665792000,25944,24931,174,0,8,0
TH,1665792000,830553,795717,7705,0,425,0
