Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1644796800,16291,13881,389,21,44,1
AP,1644796800,13584,11701,119,14,82,0
EA,1644796800,0,0,0,0,0,0
EF,1644796800,30441,27858,435,218,331,0
EIC,1644796800,15184,12291,301,282,49,0
G,1644796800,15078,13032,325,192,82,1
GRZ,1644796800,18018,16084,302,48,29,0
GTH,1644796800,24003,21138,315,36,113,0
HBN,1644796800,14561,12655,382,90,46,0
IK,1644796800,19783,18030,400,90,163,0
J,1644796800,14660,11691,127,49,72,0
KYF,1644796800,11117,9962,216,81,66,0
NDH,1644796800,9668,8516,94,21,103,0
SHK,1644796800,14885,12265,195,44,49,0
SHL,1644796800,5902,4870,165,12,22,1
SLF,1644796800,18891,17245,475,41,73,0
SM,1644796800,25115,22451,571,329,146,5
SOK,1644796800,16702,14429,288,29,39,1
SOM,1644796800,11872,10141,210,234,62,0
SON,1644796800,11557,10089,267,21,33,0
UH,1644796800,17201,15346,380,87,136,0
WAK,1644796800,26111,22557,417,120,221,0
WE,1644796800,9183,7317,133,105,36,0
TH,1644796800,359807,313549,6506,2164,1997,9
