Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1595462400,79,73,4,0,0,0
AP,1595462400,77,71,4,0,0,0
EA,1595462400,31,28,2,0,0,0
EF,1595462400,140,138,2,0,0,0
EIC,1595462400,162,153,9,0,0,0
G,1595462400,261,237,22,0,0,0
GRZ,1595462400,668,620,48,0,0,0
GTH,1595462400,318,285,30,0,0,0
HBN,1595462400,84,75,1,0,1,0
IK,1595462400,144,134,6,0,1,0
J,1595462400,163,158,3,0,0,0
KYF,1595462400,55,52,0,2,0,0
NDH,1595462400,67,64,2,0,0,0
SHK,1595462400,73,70,3,0,0,0
SHL,1595462400,21,19,2,0,0,0
SLF,1595462400,72,72,0,0,0,0
SM,1595462400,162,153,4,0,1,0
SOK,1595462400,150,138,12,0,0,0
SOM,1595462400,41,39,1,0,0,0
SON,1595462400,306,284,22,0,0,0
UH,1595462400,92,89,3,0,0,0
WAK,1595462400,92,86,2,1,0,0
WE,1595462400,81,72,0,9,2,0
TH,1595462400,3339,3110,182,12,5,0
