Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1620345600,6637,5649,259,-18,7,0
AP,1620345600,3873,3537,69,8,13,1
EA,1620345600,1817,1592,68,1,3,1
EF,1620345600,8155,7478,238,49,142,0
EIC,1620345600,5938,5469,224,25,18,0
G,1620345600,5491,4900,187,42,19,0
GRZ,1620345600,7517,6314,186,29,121,0
GTH,1620345600,7867,7177,195,93,58,0
HBN,1620345600,4932,4384,226,31,22,1
IK,1620345600,6062,5477,198,61,53,1
J,1620345600,4149,3855,69,14,26,0
KYF,1620345600,3434,3096,129,27,20,0
NDH,1620345600,2546,2264,62,3,15,0
SHK,1620345600,4473,4081,112,24,37,8
SHL,1620345600,2074,1836,105,7,9,1
SLF,1620345600,6408,5721,271,26,27,5
SM,1620345600,9509,8781,345,32,32,0
SOK,1620345600,6235,5436,156,8,8,0
SOM,1620345600,3845,3520,119,22,27,0
SON,1620345600,3801,3027,156,15,16,1
UH,1620345600,5928,5457,237,27,14,4
WAK,1620345600,7792,6971,228,14,27,0
WE,1620345600,2454,2220,99,15,9,0
TH,1620345600,120937,108242,3938,555,723,23
