Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1636329600,8547,7239,307,0,21,0
AP,1636329600,5183,4669,82,26,49,1
EA,1636329600,0,0,0,0,0,0
EF,1636329600,12474,10781,285,234,73,0
EIC,1636329600,7716,6946,253,22,67,0
G,1636329600,7134,6394,218,96,27,3
GRZ,1636329600,9428,8132,243,27,21,0
GTH,1636329600,11490,10481,211,232,104,0
HBN,1636329600,6524,5796,258,103,26,1
IK,1636329600,8501,7551,233,103,79,0
J,1636329600,5658,4845,85,0,20,0
KYF,1636329600,5001,4449,150,16,28,1
NDH,1636329600,3639,3280,71,24,16,0
SHK,1636329600,5992,5137,148,14,31,1
SHL,1636329600,2615,2334,116,5,8,0
SLF,1636329600,8067,7320,312,24,25,1
SM,1636329600,12352,11136,394,68,72,0
SOK,1636329600,7601,6675,192,7,27,1
SOM,1636329600,5052,4438,140,42,14,0
SON,1636329600,5483,4350,170,35,9,1
UH,1636329600,8385,7031,273,31,23,2
WAK,1636329600,12682,11317,334,32,76,2
WE,1636329600,3689,2882,111,29,17,2
TH,1636329600,163213,143183,4586,1170,833,16
