Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1634774400,7683,6928,293,52,11,0
AP,1634774400,4537,4320,80,15,8,0
EA,1634774400,0,0,0,0,0,0
EF,1634774400,10479,9416,276,155,13,0
EIC,1634774400,6888,6454,252,30,17,0
G,1634774400,6416,5960,208,62,19,0
GRZ,1634774400,8598,7814,240,49,5,0
GTH,1634774400,9814,9188,208,79,26,0
HBN,1634774400,5895,5511,256,20,16,0
IK,1634774400,7293,6712,221,65,21,2
J,1634774400,5014,4598,84,51,16,0
KYF,1634774400,4285,3833,146,49,29,0
NDH,1634774400,3223,3063,70,13,4,0
SHK,1634774400,5294,4849,136,49,14,1
SHL,1634774400,2388,2207,114,13,5,1
SLF,1634774400,7465,6980,301,72,15,1
SM,1634774400,11095,10336,384,44,27,4
SOK,1634774400,7015,6437,189,29,5,1
SOM,1634774400,4608,4224,136,20,10,0
SON,1634774400,4606,4289,166,16,6,0
UH,1634774400,7292,6661,267,29,12,0
WAK,1634774400,11439,10646,328,47,32,0
WE,1634774400,3107,2693,105,80,8,0
TH,1634774400,144434,133119,4460,1039,319,10
