Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1589932800,62,50,3,2,1,0
AP,1589932800,73,68,4,0,0,0
EA,1589932800,28,18,2,0,0,0
EF,1589932800,136,133,2,0,1,0
EIC,1589932800,144,125,8,4,6,0
G,1589932800,207,163,10,4,1,1
GRZ,1589932800,590,468,45,5,9,1
GTH,1589932800,277,229,27,2,7,0
HBN,1589932800,35,27,1,2,0,0
IK,1589932800,129,124,4,1,2,0
J,1589932800,159,155,3,0,0,0
KYF,1589932800,45,41,0,0,0,0
NDH,1589932800,61,58,2,0,0,0
SHK,1589932800,68,60,3,0,4,0
SHL,1589932800,16,11,2,1,0,0
SLF,1589932800,69,64,0,0,0,0
SM,1589932800,121,100,3,1,1,0
SOK,1589932800,143,120,12,0,0,0
SOM,1589932800,37,36,1,0,0,0
SON,1589932800,192,128,14,11,11,0
UH,1589932800,77,74,3,0,0,0
WAK,1589932800,59,43,2,0,0,0
WE,1589932800,68,65,0,3,1,0
TH,1589932800,2796,2360,151,36,44,2
