Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1604620800,424,218,4,19,6,0
AP,1604620800,336,221,6,23,18,0
EA,1604620800,80,57,4,0,2,0
EF,1604620800,757,470,8,60,48,0
EIC,1604620800,521,337,14,45,10,0
G,1604620800,540,373,24,15,5,0
GRZ,1604620800,880,727,48,14,5,0
GTH,1604620800,542,437,31,13,7,0
HBN,1604620800,316,147,1,19,15,0
IK,1604620800,346,278,7,0,4,0
J,1604620800,442,339,4,11,8,0
KYF,1604620800,167,93,1,3,4,1
NDH,1604620800,173,118,2,0,1,0
SHK,1604620800,344,240,4,12,24,0
SHL,1604620800,84,55,2,4,2,0
SLF,1604620800,244,154,0,18,4,0
SM,1604620800,550,365,11,16,39,0
SOK,1604620800,320,259,12,6,5,0
SOM,1604620800,239,194,2,5,7,0
SON,1604620800,418,339,26,6,9,0
UH,1604620800,317,223,4,21,6,0
WAK,1604620800,256,204,3,0,3,0
WE,1604620800,324,202,0,8,9,0
TH,1604620800,8620,6050,218,318,241,1
