Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1685491200,40671,40110,543,1,2,0
AP,1685491200,32772,32604,154,0,2,0
EA,1685491200,0,0,0,0,0,0
EF,1685491200,81409,80745,640,1,0,0
EIC,1685491200,47520,47109,395,1,4,0
G,1685491200,37005,36572,417,2,0,0
GRZ,1685491200,39677,39212,456,0,2,0
GTH,1685491200,53221,52829,387,1,0,0
HBN,1685491200,28421,27967,447,0,0,0
IK,1685491200,48804,48335,465,0,1,0
J,1685491200,47595,47366,194,0,2,0
KYF,1685491200,27002,26717,278,0,1,0
NDH,1685491200,29376,29231,115,3,1,0
SHK,1685491200,38177,37905,263,1,-1,1
SHL,1685491200,12962,12741,214,0,0,0
SLF,1685491200,42307,41673,610,0,3,0
SM,1685491200,57322,56530,787,0,4,0
SOK,1685491200,34679,34314,356,-1,0,0
SOM,1685491200,27851,27574,272,0,0,0
SON,1685491200,24799,24476,312,0,0,0
UH,1685491200,44070,43598,455,1,0,0
WAK,1685491200,65311,64802,472,0,1,0
WE,1685491200,27681,27470,207,0,0,0
TH,1685491200,888632,879880,8439,10,22,1
