Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1622160000,6827,6202,289,15,12,0
AP,1622160000,4092,3943,78,4,10,0
EA,1622160000,1930,1811,73,7,2,0
EF,1622160000,8530,8095,262,13,18,0
EIC,1622160000,6191,5845,235,7,14,1
G,1622160000,5651,5389,195,2,7,0
GRZ,1622160000,7819,7168,214,7,39,3
GTH,1622160000,8506,8082,202,9,20,0
HBN,1622160000,5261,4851,240,11,21,0
IK,1622160000,6442,6079,214,8,11,0
J,1622160000,4336,4184,75,10,13,0
KYF,1622160000,3622,3411,141,9,2,0
NDH,1622160000,2917,2737,70,9,9,1
SHK,1622160000,4684,4501,118,1,10,0
SHL,1622160000,2162,2016,110,1,9,0
SLF,1622160000,6732,6305,279,6,11,0
SM,1622160000,9927,9379,365,15,27,1
SOK,1622160000,6393,5909,169,7,70,4
SOM,1622160000,4123,3912,130,6,7,0
SON,1622160000,4149,3789,159,8,39,0
UH,1622160000,6258,5891,245,13,14,0
WAK,1622160000,8214,7783,236,5,9,0
WE,1622160000,2592,2429,100,2,4,0
TH,1622160000,127358,119711,4199,175,378,10
