Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1629763200,6988,6625,293,7,0,0
AP,1629763200,4138,4044,78,10,0,0
EA,1629763200,1992,1891,78,4,1,0
EF,1629763200,8750,8421,273,17,2,0
EIC,1629763200,6282,6025,250,1,0,0
G,1629763200,5792,5550,205,5,2,0
GRZ,1629763200,7910,7653,240,2,1,0
GTH,1629763200,8748,8520,205,0,0,0
HBN,1629763200,5440,5181,250,4,0,0
IK,1629763200,6566,6325,218,3,1,0
J,1629763200,4383,4261,84,5,0,0
KYF,1629763200,3699,3541,145,7,0,0
NDH,1629763200,2966,2879,70,1,2,0
SHK,1629763200,4779,4634,130,1,-1,1
SHL,1629763200,2192,2071,113,0,0,0
SLF,1629763200,6804,6508,289,1,3,0
SM,1629763200,10111,9708,371,5,4,0
SOK,1629763200,6524,6312,184,8,0,0
SOM,1629763200,4195,4034,136,4,0,0
SON,1629763200,4284,4096,164,6,1,0
UH,1629763200,6437,6170,264,0,2,0
WAK,1629763200,8377,8078,250,10,2,0
WE,1629763200,2643,2522,104,2,1,0
TH,1629763200,130000,125049,4394,103,21,1
