Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1615852800,5080,4428,212,43,6,0
AP,1615852800,2614,2433,51,19,14,0
EA,1615852800,1135,984,56,16,0,7
EF,1615852800,5645,5211,209,33,5,0
EIC,1615852800,4499,4132,151,0,21,0
G,1615852800,3386,3041,120,57,24,0
GRZ,1615852800,4505,3640,123,91,26,1
GTH,1615852800,4862,4348,169,7,20,1
HBN,1615852800,4050,3664,199,16,40,0
IK,1615852800,3834,3386,154,38,27,0
J,1615852800,3045,2860,61,4,20,2
KYF,1615852800,2437,2148,108,10,29,0
NDH,1615852800,1773,1661,46,0,17,0
SHK,1615852800,3118,2846,81,30,17,2
SHL,1615852800,1494,1272,89,21,11,0
SLF,1615852800,4720,4297,225,32,12,1
SM,1615852800,6837,5972,265,92,29,15
SOK,1615852800,4080,3654,103,42,17,2
SOM,1615852800,2474,2208,96,30,17,0
SON,1615852800,2826,2613,145,3,14,0
UH,1615852800,4969,4531,210,22,21,0
WAK,1615852800,4722,4004,161,64,59,0
WE,1615852800,1849,1701,93,8,9,0
TH,1615852800,83954,75034,3127,678,455,31
