Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1648252800,27141,18458,404,270,100,0
AP,1648252800,22861,16593,123,0,149,0
EA,1648252800,0,0,0,0,0,0
EF,1648252800,41040,39541,451,118,175,0
EIC,1648252800,28888,18580,312,193,163,0
G,1648252800,24978,20373,335,0,10,0
GRZ,1648252800,23928,19073,334,572,32,0
GTH,1648252800,35696,30540,319,160,63,0
HBN,1648252800,20544,16329,385,187,40,0
IK,1648252800,29621,26626,414,108,284,0
J,1648252800,28215,18558,131,480,77,0
KYF,1648252800,18947,13693,233,247,74,1
NDH,1648252800,21070,12455,98,204,37,0
SHK,1648252800,26190,17805,210,325,59,0
SHL,1648252800,8838,7119,168,101,-1,0
SLF,1648252800,31153,25136,492,288,31,0
SM,1648252800,37477,32245,626,317,68,0
SOK,1648252800,25248,18798,300,119,58,0
SOM,1648252800,20194,16349,213,69,49,0
SON,1648252800,16207,12606,276,104,62,1
UH,1648252800,27790,22614,392,370,281,1
WAK,1648252800,41437,32837,423,292,94,0
WE,1648252800,16747,10857,140,151,57,0
TH,1648252800,574210,447185,6779,4675,1962,3
