Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1640476800,13413,10770,367,9,88,0
AP,1640476800,9925,8397,99,48,89,0
EA,1640476800,0,0,0,0,0,0
EF,1640476800,22887,21998,338,0,289,0
EIC,1640476800,10949,10228,285,0,52,0
G,1640476800,11833,10375,289,0,107,0
GRZ,1640476800,15080,11814,294,208,186,0
GTH,1640476800,19902,17800,273,48,322,0
HBN,1640476800,11920,9262,334,0,93,0
IK,1640476800,15606,14565,353,39,133,0
J,1640476800,10297,7566,113,8,97,0
KYF,1640476800,8863,8012,185,15,85,0
NDH,1640476800,6777,6016,84,4,56,0
SHK,1640476800,11453,8108,179,6,31,0
SHL,1640476800,4671,3505,150,3,26,0
SLF,1640476800,15773,14060,394,8,223,0
SM,1640476800,20462,18333,500,0,267,0
SOK,1640476800,13958,10713,249,3,159,0
SOM,1640476800,9203,6690,166,0,100,0
SON,1640476800,9835,7823,243,7,132,0
UH,1640476800,13416,10692,341,29,225,0
WAK,1640476800,19763,17605,383,10,144,2
WE,1640476800,6666,4977,125,0,110,0
TH,1640476800,282652,239309,5744,445,3014,2
