Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1669161600,39026,37736,500,33,47,0
AP,1669161600,31962,31459,145,17,30,0
EA,1669161600,0,0,0,0,0,0
EF,1669161600,78199,77057,564,76,5,0
EIC,1669161600,45750,45117,368,43,17,0
G,1669161600,35628,35026,386,25,29,0
GRZ,1669161600,38626,37871,422,35,24,1
GTH,1669161600,51676,51117,372,18,24,0
HBN,1669161600,27826,27079,441,13,23,5
IK,1669161600,47322,46564,446,37,39,0
J,1669161600,45642,44767,173,27,37,0
KYF,1669161600,26339,25727,258,10,28,0
NDH,1669161600,28158,27699,108,17,31,0
SHK,1669161600,36622,35874,241,23,57,0
SHL,1669161600,12592,12309,198,12,13,1
SLF,1669161600,41258,40438,581,22,15,0
SM,1669161600,55337,54277,731,75,44,0
SOK,1669161600,33830,33113,344,14,31,0
SOM,1669161600,27061,26653,256,17,7,0
SON,1669161600,24063,23436,300,17,42,0
UH,1669161600,43062,42493,425,15,16,0
WAK,1669161600,63083,62219,463,24,25,0
WE,1669161600,26926,26607,182,15,23,0
TH,1669161600,859988,844638,7904,585,607,7
