Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1641254400,13869,11980,371,124,139,4
AP,1641254400,10482,9257,103,118,94,1
EA,1641254400,0,0,0,0,0,0
EF,1641254400,24335,22816,368,173,117,8
EIC,1641254400,11215,10605,296,48,37,0
G,1641254400,12185,11339,305,78,158,5
GRZ,1641254400,15630,12735,294,92,108,0
GTH,1641254400,20614,19075,290,102,122,3
HBN,1641254400,12435,10250,348,70,162,0
IK,1641254400,16583,15525,382,112,102,3
J,1641254400,10743,8610,115,106,168,0
KYF,1641254400,9141,8503,190,47,38,0
NDH,1641254400,7274,6641,86,122,59,0
SHK,1641254400,11911,9703,179,99,280,0
SHL,1641254400,4836,3975,155,35,83,0
SLF,1641254400,16441,15174,406,150,93,2
SM,1641254400,21179,19744,519,171,106,1
SOK,1641254400,14390,12314,264,80,167,2
SOM,1641254400,9792,7941,179,122,162,3
SON,1641254400,10050,8614,253,26,122,1
UH,1641254400,13896,12047,344,74,178,0
WAK,1641254400,20603,18767,392,199,152,0
WE,1641254400,6990,5708,130,44,93,2
TH,1641254400,294594,261323,5969,2192,2740,35
