Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1594425600,76,72,4,0,0,0
AP,1594425600,75,70,4,0,0,0
EA,1594425600,30,28,2,0,0,0
EF,1594425600,140,137,2,0,0,0
EIC,1594425600,162,151,9,0,0,0
G,1594425600,259,234,22,0,0,0
GRZ,1594425600,668,616,48,0,0,0
GTH,1594425600,315,283,30,0,1,0
HBN,1594425600,81,66,1,1,1,0
IK,1594425600,137,130,6,0,0,0
J,1594425600,161,158,3,0,0,0
KYF,1594425600,52,52,0,0,0,0
NDH,1594425600,66,64,2,0,0,0
SHK,1594425600,73,70,3,0,0,0
SHL,1594425600,21,18,2,0,0,0
SLF,1594425600,72,71,0,0,0,0
SM,1594425600,159,147,4,0,0,0
SOK,1594425600,150,138,12,0,0,0
SOM,1594425600,39,36,1,1,0,0
SON,1594425600,306,280,22,0,2,0
UH,1594425600,92,89,3,0,0,0
WAK,1594425600,88,85,2,0,0,0
WE,1594425600,69,69,0,0,0,0
TH,1594425600,3291,3064,182,2,4,0
