Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1609286400,2838,1293,42,93,68,0
AP,1609286400,1051,838,10,44,22,0
EA,1609286400,557,304,8,35,11,1
EF,1609286400,2905,2324,63,91,32,2
EIC,1609286400,2231,1552,64,66,64,3
G,1609286400,2107,1459,80,60,76,1
GRZ,1609286400,2349,1874,72,56,31,4
GTH,1609286400,1902,1461,64,61,56,0
HBN,1609286400,2308,1715,63,67,110,3
IK,1609286400,1994,1422,45,78,30,1
J,1609286400,1716,1173,17,9,12,0
KYF,1609286400,1120,882,29,31,21,1
NDH,1609286400,821,652,19,9,32,0
SHK,1609286400,1540,1000,28,112,42,1
SHL,1609286400,710,466,18,17,28,1
SLF,1609286400,2316,1514,68,101,62,5
SM,1609286400,2704,2136,67,54,89,0
SOK,1609286400,2056,1519,41,63,51,6
SOM,1609286400,1200,897,26,65,19,0
SON,1609286400,1916,1417,70,46,35,0
UH,1609286400,2586,1572,53,86,1,8
WAK,1609286400,2137,1431,23,103,42,1
WE,1609286400,970,708,25,29,22,0
TH,1609286400,42034,29609,995,1376,956,38
