Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1626134400,6902,6592,293,3,4,0
AP,1626134400,4112,4035,77,0,0,0
EA,1626134400,1961,1883,75,0,0,0
EF,1626134400,8627,8348,273,2,-1,0
EIC,1626134400,6247,5987,250,0,2,0
G,1626134400,5705,5500,202,0,0,0
GRZ,1626134400,7860,7615,230,9,1,0
GTH,1626134400,8677,8461,205,0,1,0
HBN,1626134400,5398,5131,247,7,3,0
IK,1626134400,6513,6295,218,0,0,0
J,1626134400,4337,4247,83,0,0,0
KYF,1626134400,3683,3538,144,0,0,0
NDH,1626134400,2938,2866,70,1,0,0
SHK,1626134400,4737,4611,126,0,0,0
SHL,1626134400,2176,2063,113,0,0,0
SLF,1626134400,6782,6494,288,0,2,0
SM,1626134400,10004,9631,370,0,0,0
SOK,1626134400,6461,6276,181,0,0,0
SOM,1626134400,4165,4032,133,0,0,0
SON,1626134400,4247,4082,163,0,1,0
UH,1626134400,6426,6159,264,1,1,0
WAK,1626134400,8310,8058,249,1,3,0
WE,1626134400,2619,2513,103,0,0,0
TH,1626134400,128887,124417,4357,24,17,0
