Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1667260800,38364,36093,493,143,180,1
AP,1667260800,31673,30344,142,80,120,2
EA,1667260800,0,0,0,0,0,0
EF,1667260800,77039,75153,555,103,121,0
EIC,1667260800,45279,44248,365,58,100,0
G,1667260800,35072,34143,384,91,143,0
GRZ,1667260800,38192,37047,404,70,49,1
GTH,1667260800,51218,50335,369,92,96,0
HBN,1667260800,27560,25928,434,46,62,2
IK,1667260800,46678,45521,444,84,172,0
J,1667260800,44945,42893,170,3,125,0
KYF,1667260800,26055,24836,255,52,52,0
NDH,1667260800,27815,26926,107,44,56,1
SHK,1667260800,36165,34206,241,40,137,0
SHL,1667260800,12420,12042,195,18,30,0
SLF,1667260800,40837,39752,577,47,94,0
SM,1667260800,54557,53040,723,66,106,5
SOK,1667260800,33484,32164,344,45,135,0
SOM,1667260800,26708,26019,253,54,59,3
SON,1667260800,23779,22467,299,32,50,2
UH,1667260800,42655,41665,425,111,68,0
WAK,1667260800,62429,60531,456,148,226,0
WE,1667260800,26583,26025,178,54,64,1
TH,1667260800,849507,821378,7813,1481,2245,18
