Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1672790400,40047,39012,519,13,25,0
AP,1672790400,32380,31989,149,11,12,0
EA,1672790400,0,0,0,0,0,0
EF,1672790400,79781,78898,598,35,44,0
EIC,1672790400,46522,45933,378,16,23,1
G,1672790400,36566,35991,405,9,25,1
GRZ,1672790400,39222,38595,440,22,20,2
GTH,1672790400,52480,51870,377,30,31,0
HBN,1672790400,28095,27482,443,11,5,0
IK,1672790400,48137,47473,451,19,21,0
J,1672790400,46660,45908,174,28,28,0
KYF,1672790400,26706,26221,266,2,19,0
NDH,1672790400,28754,28338,110,21,26,0
SHK,1672790400,37391,36703,256,10,20,0
SHL,1672790400,12809,12552,208,3,14,0
SLF,1672790400,41699,40988,589,19,15,0
SM,1672790400,56310,55374,748,20,16,0
SOK,1672790400,34270,33723,347,10,12,0
SOM,1672790400,27479,27121,263,18,12,0
SON,1672790400,24401,23918,302,13,9,0
UH,1672790400,43648,43097,436,12,18,3
WAK,1672790400,63933,63167,467,32,16,0
WE,1672790400,27264,26985,189,6,2,0
TH,1672790400,874554,861338,8115,360,413,7
