Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1614384000,4770,4186,203,13,7,0
AP,1614384000,2409,2148,43,12,11,1
EA,1614384000,1016,892,47,9,1,0
EF,1614384000,5191,4687,188,19,29,9
EIC,1614384000,4198,3767,141,31,16,0
G,1614384000,3086,2800,118,10,5,0
GRZ,1614384000,3632,3299,119,29,7,0
GTH,1614384000,4406,3959,146,34,23,0
HBN,1614384000,3797,3366,179,13,0,0
IK,1614384000,3408,3124,139,0,6,0
J,1614384000,2900,2722,57,3,6,0
KYF,1614384000,2183,1848,98,4,7,0
NDH,1614384000,1654,1520,43,0,5,0
SHK,1614384000,2878,2589,78,18,10,0
SHL,1614384000,1314,1145,84,6,2,0
SLF,1614384000,4415,4006,209,4,7,0
SM,1614384000,6074,5324,219,51,41,2
SOK,1614384000,3635,3259,88,21,12,0
SOM,1614384000,2226,1956,89,16,14,0
SON,1614384000,2717,2511,141,6,7,0
UH,1614384000,4617,4103,195,12,22,0
WAK,1614384000,4009,3540,143,30,17,0
WE,1614384000,1756,1599,92,3,10,0
TH,1614384000,76291,68350,2859,344,265,12
