Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1632873600,7218,6792,293,6,4,0
AP,1632873600,4333,4181,80,22,9,1
EA,1632873600,1975,1897,78,0,0,0
EF,1632873600,9434,8902,275,32,3,0
EIC,1632873600,6509,6170,250,24,9,0
G,1632873600,6051,5737,206,28,15,0
GRZ,1632873600,8095,7712,240,24,4,0
GTH,1632873600,9125,8796,207,24,12,0
HBN,1632873600,5672,5342,252,11,7,0
IK,1632873600,6810,6511,219,2,10,0
J,1632873600,4674,4381,84,14,4,0
KYF,1632873600,3824,3608,145,15,5,0
NDH,1632873600,3086,2973,70,5,6,0
SHK,1632873600,4955,4703,133,7,2,0
SHL,1632873600,2266,2142,113,0,0,0
SLF,1632873600,7111,6657,292,53,12,2
SM,1632873600,10454,9920,372,23,10,0
SOK,1632873600,6637,6373,185,9,1,0
SOM,1632873600,4356,4098,136,11,4,0
SON,1632873600,4451,4178,165,0,6,0
UH,1632873600,6747,6278,265,39,12,0
WAK,1632873600,8796,8390,250,10,16,0
WE,1632873600,2806,2571,104,12,3,0
TH,1632873600,135385,128312,4414,371,154,3
