Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1606780800,1008,597,8,19,7,2
AP,1606780800,558,471,8,9,11,0
EA,1606780800,158,115,5,5,3,0
EF,1606780800,1468,1142,26,43,24,0
EIC,1606780800,943,683,21,0,13,0
G,1606780800,889,647,28,23,15,1
GRZ,1606780800,1267,1015,50,35,18,0
GTH,1606780800,901,712,40,16,22,0
HBN,1606780800,1200,524,19,38,-3,8
IK,1606780800,878,646,8,26,33,0
J,1606780800,774,636,10,3,24,1
KYF,1606780800,497,301,8,13,15,1
NDH,1606780800,433,280,8,16,6,0
SHK,1606780800,656,491,14,9,15,0
SHL,1606780800,175,120,2,13,5,0
SLF,1606780800,748,457,16,43,18,1
SM,1606780800,1149,853,26,26,33,3
SOK,1606780800,680,451,14,31,20,0
SOM,1606780800,603,396,7,22,22,1
SON,1606780800,919,588,37,46,14,0
UH,1606780800,905,599,18,0,23,0
WAK,1606780800,594,358,4,32,4,0
WE,1606780800,456,401,1,3,8,0
TH,1606780800,17859,12483,378,471,350,18
