Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1635897600,8333,7119,304,44,26,0
AP,1635897600,4986,4498,81,73,24,0
EA,1635897600,0,0,0,0,0,0
EF,1635897600,11856,10290,285,289,68,0
EIC,1635897600,7489,6736,253,79,29,0
G,1635897600,6910,6261,213,86,35,0
GRZ,1635897600,9119,8052,243,84,26,2
GTH,1635897600,10984,10030,211,221,92,0
HBN,1635897600,6281,5672,257,65,23,0
IK,1635897600,8065,7227,228,81,48,0
J,1635897600,5470,4771,85,73,14,0
KYF,1635897600,4782,4276,149,44,38,0
NDH,1635897600,3530,3192,71,84,15,0
SHK,1635897600,5792,5024,147,86,16,1
SHL,1635897600,2530,2296,116,14,3,0
SLF,1635897600,7864,7215,308,84,19,2
SM,1635897600,11874,10848,392,73,56,1
SOK,1635897600,7359,6577,189,0,16,0
SOM,1635897600,4916,4365,139,47,7,1
SON,1635897600,5110,4321,167,78,4,0
UH,1635897600,8026,6931,271,105,20,0
WAK,1635897600,12352,11057,331,96,34,0
WE,1635897600,3504,2793,108,51,16,0
TH,1635897600,157132,139551,4548,1857,629,7
