Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1602460800,125,109,4,0,0,0
AP,1602460800,158,140,6,0,0,0
EA,1602460800,45,40,4,1,0,0
EF,1602460800,261,232,2,8,1,0
EIC,1602460800,214,167,11,-1,0,0
G,1602460800,324,262,23,11,0,1
GRZ,1602460800,711,651,48,0,0,0
GTH,1602460800,391,335,30,1,0,0
HBN,1602460800,98,94,1,2,1,0
IK,1602460800,228,209,7,2,0,0
J,1602460800,250,219,4,10,4,1
KYF,1602460800,71,66,0,0,0,0
NDH,1602460800,78,74,2,1,0,0
SHK,1602460800,124,99,3,0,1,0
SHL,1602460800,37,31,2,0,0,0
SLF,1602460800,114,95,0,0,2,0
SM,1602460800,220,197,7,1,2,1
SOK,1602460800,218,180,12,3,0,0
SOM,1602460800,79,63,1,0,0,0
SON,1602460800,324,301,22,0,0,0
UH,1602460800,124,114,3,5,3,0
WAK,1602460800,150,133,2,2,0,0
WE,1602460800,144,132,0,0,1,0
TH,1602460800,4488,3943,194,46,15,3
