Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1587600000,47,33,3,1,0,0
AP,1587600000,67,53,4,0,0,0
EA,1587600000,16,10,1,1,0,0
EF,1587600000,131,110,2,2,0,0
EIC,1587600000,113,92,3,1,0,0
G,1587600000,124,53,2,9,0,0
GRZ,1587600000,364,232,22,21,0,0
GTH,1587600000,168,76,3,6,1,0
HBN,1587600000,19,11,1,1,0,0
IK,1587600000,120,98,4,0,0,0
J,1587600000,156,151,3,1,0,0
KYF,1587600000,37,35,0,0,0,0
NDH,1587600000,56,38,1,3,1,0
SHK,1587600000,55,48,1,2,0,0
SHL,1587600000,13,9,2,0,0,0
SLF,1587600000,56,53,0,0,0,0
SM,1587600000,85,58,2,3,0,0
SOK,1587600000,117,78,9,2,0,0
SOM,1587600000,37,34,0,0,0,0
SON,1587600000,77,47,1,1,0,0
UH,1587600000,68,49,1,0,0,0
WAK,1587600000,37,29,0,0,0,0
WE,1587600000,60,52,0,1,0,0
TH,1587600000,2023,1449,65,55,2,0
