Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1654473600,31498,30677,468,0,26,0
AP,1654473600,27130,26643,129,0,10,0
EA,1654473600,0,0,0,0,0,0
EF,1654473600,64643,63938,524,0,25,0
EIC,1654473600,36582,35948,337,0,24,0
G,1654473600,28998,28563,355,0,1,0
GRZ,1654473600,33319,32692,370,0,34,0
GTH,1654473600,43374,42918,339,0,12,0
HBN,1654473600,23617,23090,399,0,16,0
IK,1654473600,38414,37840,426,0,12,0
J,1654473600,35761,34891,145,0,36,0
KYF,1654473600,22282,21817,241,0,32,0
NDH,1654473600,24017,23774,101,0,20,0
SHK,1654473600,30091,29607,221,0,16,0
SHL,1654473600,10449,10224,179,0,6,0
SLF,1654473600,35592,34967,543,0,14,0
SM,1654473600,44244,43431,648,0,23,0
SOK,1654473600,29617,29126,331,0,21,0
SOM,1654473600,23158,22872,240,0,8,0
SON,1654473600,20242,19764,285,0,22,0
UH,1654473600,34962,34386,414,0,30,0
WAK,1654473600,51253,50580,445,0,62,0
WE,1654473600,22060,21498,157,0,62,0
TH,1654473600,711303,699246,7297,0,512,0
