Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1675987200,40284,39593,530,4,0,0
AP,1675987200,32519,32287,150,5,0,0
EA,1675987200,0,0,0,0,0,0
EF,1675987200,80324,79553,622,16,45,0
EIC,1675987200,46911,46381,384,8,2,0
G,1675987200,36726,36277,409,5,2,0
GRZ,1675987200,39353,38851,445,5,4,0
GTH,1675987200,52802,52314,380,5,0,0
HBN,1675987200,28168,27686,443,4,3,0
IK,1675987200,48362,47837,456,5,0,1
J,1675987200,47027,46601,183,12,0,0
KYF,1675987200,26851,26501,274,1,1,0
NDH,1675987200,28999,28788,111,5,1,0
SHK,1675987200,37607,37210,258,11,3,0
SHL,1675987200,12836,12620,209,0,0,0
SLF,1675987200,41899,41236,596,0,0,0
SM,1675987200,56683,55792,762,19,4,0
SOK,1675987200,34375,33968,353,1,0,1
SOM,1675987200,27633,27315,269,4,0,0
SON,1675987200,24526,24133,305,16,0,0
UH,1675987200,43851,43359,448,3,0,0
WAK,1675987200,64374,63708,469,12,1,0
WE,1675987200,27389,27156,195,3,0,0
TH,1675987200,879499,869166,8251,144,66,2
