Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1658707200,33554,31702,472,118,53,1
AP,1658707200,28642,27442,132,43,75,0
EA,1658707200,0,0,0,0,0,0
EF,1658707200,68366,66821,536,198,122,0
EIC,1658707200,40882,38955,349,167,111,1
G,1658707200,30734,29733,366,0,21,0
GRZ,1658707200,34797,33691,372,90,56,0
GTH,1658707200,45643,44571,342,119,73,0
HBN,1658707200,24715,23915,418,-1,42,0
IK,1658707200,40809,39736,431,121,72,0
J,1658707200,39485,37126,145,105,132,0
KYF,1658707200,23416,22400,241,89,23,0
NDH,1658707200,25283,24454,103,55,37,0
SHK,1658707200,31935,30545,223,92,58,1
SHL,1658707200,11029,10624,182,40,25,1
SLF,1658707200,36974,35805,548,96,35,0
SM,1658707200,47286,45474,677,132,150,2
SOK,1658707200,30679,29797,333,63,18,0
SOM,1658707200,24109,23548,242,48,44,0
SON,1658707200,21205,20298,287,55,12,0
UH,1658707200,37529,36202,416,143,89,0
WAK,1658707200,54633,52783,450,186,175,0
WE,1658707200,23610,22551,162,52,74,0
TH,1658707200,755315,728173,7427,2011,1497,6
