Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1646524800,20332,15248,392,238,73,0
AP,1646524800,17062,13537,121,45,68,0
EA,1646524800,0,0,0,0,0,0
EF,1646524800,35225,33746,445,0,133,0
EIC,1646524800,20524,14380,305,164,94,0
G,1646524800,18718,15863,328,0,176,0
GRZ,1646524800,20023,17254,332,85,50,0
GTH,1646524800,27919,25055,315,43,240,0
HBN,1646524800,17107,14224,382,0,125,0
IK,1646524800,24001,21370,404,174,197,0
J,1646524800,19363,13759,130,133,32,0
KYF,1646524800,13505,11821,220,94,116,0
NDH,1646524800,13770,9934,96,301,50,0
SHK,1646524800,19522,13799,197,146,54,1
SHL,1646524800,7074,6136,168,34,13,0
SLF,1646524800,24078,19972,481,100,162,0
SM,1646524800,29852,26279,610,0,251,0
SOK,1646524800,19741,15828,292,79,103,0
SOM,1646524800,14569,12817,211,0,107,0
SON,1646524800,13448,11121,269,0,92,0
UH,1646524800,20931,17954,386,152,162,1
WAK,1646524800,31927,26607,422,76,208,0
WE,1646524800,11738,8569,134,0,96,0
TH,1646524800,440429,365273,6640,1864,2602,2
