Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1627430400,6915,6613,293,2,0,0
AP,1627430400,4120,4041,77,0,0,0
EA,1627430400,1961,1882,78,0,-1,1
EF,1627430400,8649,8356,273,3,1,0
EIC,1627430400,6252,5999,250,1,1,0
G,1627430400,5723,5505,203,1,0,0
GRZ,1627430400,7880,7609,238,1,0,0
GTH,1627430400,8704,8477,205,0,4,0
HBN,1627430400,5418,5157,248,0,3,0
IK,1627430400,6518,6299,218,0,0,0
J,1627430400,4343,4254,84,0,0,0
KYF,1627430400,3684,3539,145,0,0,0
NDH,1627430400,2943,2869,70,0,0,0
SHK,1627430400,4761,4613,127,3,1,0
SHL,1627430400,2182,2064,113,0,1,0
SLF,1627430400,6786,6495,288,1,0,0
SM,1627430400,10045,9643,371,4,2,0
SOK,1627430400,6504,6317,183,0,0,0
SOM,1627430400,4166,4029,136,0,0,0
SON,1627430400,4257,4082,163,1,0,0
UH,1627430400,6428,6162,264,1,0,0
WAK,1627430400,8316,8060,250,0,0,0
WE,1627430400,2623,2516,103,1,0,0
TH,1627430400,129178,124581,4380,19,12,1
