Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1621209600,6755,5852,286,4,21,4
AP,1621209600,4014,3786,76,4,21,0
EA,1621209600,1892,1715,70,5,12,1
EF,1621209600,8363,7889,258,15,28,6
EIC,1621209600,6064,5694,231,0,35,2
G,1621209600,5602,5217,190,2,26,0
GRZ,1621209600,7680,6766,205,3,42,0
GTH,1621209600,8223,7627,199,6,45,1
HBN,1621209600,5092,4628,234,13,25,2
IK,1621209600,6290,5807,209,20,23,5
J,1621209600,4262,4057,72,8,22,0
KYF,1621209600,3548,3280,132,2,27,2
NDH,1621209600,2713,2464,66,18,18,0
SHK,1621209600,4639,4303,117,4,24,1
SHL,1621209600,2125,1950,110,12,3,0
SLF,1621209600,6583,6033,274,28,29,0
SM,1621209600,9740,9117,352,24,33,4
SOK,1621209600,6391,5558,161,3,6,2
SOM,1621209600,4012,3761,123,6,26,2
SON,1621209600,3975,3332,156,19,49,0
UH,1621209600,6109,5662,241,11,30,1
WAK,1621209600,8052,7448,230,21,49,0
WE,1621209600,2531,2344,100,12,8,1
TH,1621209600,124655,114290,4092,240,602,34
