Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1632182400,7158,6760,293,3,3,0
AP,1632182400,4275,4112,78,0,4,0
EA,1632182400,1978,1900,78,0,0,0
EF,1632182400,9202,8754,274,19,3,0
EIC,1632182400,6420,6115,250,3,6,0
G,1632182400,5957,5671,205,11,7,0
GRZ,1632182400,7999,7693,240,2,4,0
GTH,1632182400,9007,8700,206,5,28,0
HBN,1632182400,5607,5286,251,14,6,0
IK,1632182400,6751,6450,218,2,3,0
J,1632182400,4579,4324,84,3,4,0
KYF,1632182400,3760,3586,145,2,2,0
NDH,1632182400,3046,2949,70,2,4,0
SHK,1632182400,4889,4671,132,1,2,1
SHL,1632182400,2257,2119,113,0,2,0
SLF,1632182400,6956,6585,289,2,5,0
SM,1632182400,10299,9832,372,11,9,0
SOK,1632182400,6595,6357,185,5,5,0
SOM,1632182400,4292,4074,136,2,1,0
SON,1632182400,4429,4139,164,1,4,0
UH,1632182400,6588,6205,264,5,1,0
WAK,1632182400,8678,8289,250,4,8,0
WE,1632182400,2756,2553,104,3,3,0
TH,1632182400,133478,127124,4401,100,114,1
