Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1648339200,27320,18659,404,179,201,0
AP,1648339200,22857,16729,123,-4,136,0
EA,1648339200,0,0,0,0,0,0
EF,1648339200,41040,39655,451,0,114,0
EIC,1648339200,28888,18675,312,0,95,0
G,1648339200,24978,20675,335,0,302,0
GRZ,1648339200,24137,19159,334,209,86,0
GTH,1648339200,35780,31128,319,84,588,0
HBN,1648339200,20544,16410,385,0,81,0
IK,1648339200,29765,26925,414,144,299,0
J,1648339200,28460,18713,131,245,155,0
KYF,1648339200,19102,13839,233,155,146,0
NDH,1648339200,21315,12495,98,245,40,0
SHK,1648339200,26248,17891,210,58,86,0
SHL,1648339200,8838,7121,168,0,2,0
SLF,1648339200,31153,25520,492,0,384,0
SM,1648339200,37477,32635,626,0,390,0
SOK,1648339200,25309,18882,300,61,84,0
SOM,1648339200,20194,16532,213,0,183,0
SON,1648339200,16379,12725,276,172,119,0
UH,1648339200,28213,22867,392,423,253,0
WAK,1648339200,41711,33081,423,274,244,0
WE,1648339200,16747,10998,140,0,141,0
TH,1648339200,576455,451314,6779,2245,4129,0
