Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1650758400,30192,27278,423,0,291,0
AP,1650758400,26261,23204,129,0,379,0
EA,1650758400,0,0,0,0,0,0
EF,1650758400,62526,60881,480,0,137,0
EIC,1650758400,34434,29302,328,0,395,0
G,1650758400,28040,27042,348,0,202,0
GRZ,1650758400,28742,24082,352,0,129,0
GTH,1650758400,41884,40642,326,0,253,0
HBN,1650758400,22825,20372,398,0,172,0
IK,1650758400,36607,35105,422,0,163,0
J,1650758400,33679,28723,140,0,176,0
KYF,1650758400,21582,19180,236,0,154,0
NDH,1650758400,23424,21363,101,0,74,0
SHK,1650758400,29218,26162,217,0,54,0
SHL,1650758400,9995,9413,174,0,17,0
SLF,1650758400,34836,32983,522,0,212,0
SM,1650758400,42228,40186,644,0,212,0
SOK,1650758400,28833,26525,315,0,176,0
SOM,1650758400,22492,21828,227,0,66,0
SON,1650758400,19644,16436,284,0,151,0
UH,1650758400,33117,31365,397,0,228,0
WAK,1650758400,48830,46002,440,0,233,0
WE,1650758400,20833,16913,149,0,189,0
TH,1650758400,680222,624987,7052,0,4063,0
