Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1662681600,35212,33936,483,31,8,0
AP,1662681600,29658,29068,136,21,0,0
EA,1662681600,0,0,0,0,0,0
EF,1662681600,71345,70139,548,74,115,0
EIC,1662681600,42382,41698,358,16,27,0
G,1662681600,32451,31683,372,29,-5,0
GRZ,1662681600,36005,35272,383,21,20,0
GTH,1662681600,47362,46642,351,37,5,0
HBN,1662681600,25631,25015,424,12,13,0
IK,1662681600,42788,41833,435,90,24,0
J,1662681600,41612,40393,159,54,2,0
KYF,1662681600,24468,23723,245,26,0,0
NDH,1662681600,26198,25632,105,23,15,0
SHK,1662681600,33314,32551,229,29,25,1
SHL,1662681600,11451,11168,187,8,0,0
SLF,1662681600,38251,37329,561,41,3,0
SM,1662681600,49571,48359,694,47,15,0
SOK,1662681600,31722,31141,339,22,11,0
SOM,1662681600,24976,24596,248,14,4,0
SON,1662681600,22101,21346,290,21,0,0
UH,1662681600,39400,38318,419,92,1,0
WAK,1662681600,57185,56107,453,45,0,0
WE,1662681600,24675,24243,168,30,2,0
TH,1662681600,787758,770192,7587,783,285,1
