Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1658188800,33199,31504,470,253,44,0
AP,1658188800,28445,27270,132,91,26,0
EA,1658188800,0,0,0,0,0,0
EF,1658188800,67722,66148,536,144,27,0
EIC,1658188800,40332,38321,348,201,107,0
G,1658188800,30490,29593,364,52,110,1
GRZ,1658188800,34541,33484,372,126,45,0
GTH,1658188800,45259,44338,340,179,45,0
HBN,1658188800,24594,23764,418,36,27,0
IK,1658188800,40426,39389,431,98,53,0
J,1658188800,39045,36673,145,167,167,0
KYF,1658188800,23200,22297,241,41,16,0
NDH,1658188800,25080,24321,103,74,23,0
SHK,1658188800,31648,30310,222,103,34,0
SHL,1658188800,10914,10558,180,30,13,0
SLF,1658188800,36700,35658,548,88,38,0
SM,1658188800,46827,44997,673,215,98,1
SOK,1658188800,30451,29676,332,66,18,0
SOM,1658188800,23956,23425,242,34,13,0
SON,1658188800,21023,20195,286,34,18,0
UH,1658188800,37127,35797,416,82,85,0
WAK,1658188800,54081,52322,450,214,106,1
WE,1658188800,23437,22342,161,40,23,0
TH,1658188800,748497,722382,7410,2368,1136,3
