Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1632355200,7186,6771,293,12,8,0
AP,1632355200,4287,4125,79,7,5,1
EA,1632355200,1976,1898,78,0,0,0
EF,1632355200,9275,8797,275,35,9,0
EIC,1632355200,6451,6124,250,7,5,0
G,1632355200,5990,5689,206,19,12,1
GRZ,1632355200,8024,7702,240,14,6,0
GTH,1632355200,9038,8720,207,25,10,1
HBN,1632355200,5625,5298,252,7,10,1
IK,1632355200,6760,6466,218,9,10,0
J,1632355200,4605,4331,84,17,4,0
KYF,1632355200,3775,3587,145,7,0,0
NDH,1632355200,3065,2958,70,6,4,0
SHK,1632355200,4918,4680,132,18,6,0
SHL,1632355200,2260,2126,113,1,4,0
SLF,1632355200,7006,6610,289,37,12,0
SM,1632355200,10341,9850,372,16,11,0
SOK,1632355200,6606,6365,185,6,4,0
SOM,1632355200,4304,4078,136,8,1,0
SON,1632355200,4443,4149,164,11,9,0
UH,1632355200,6642,6218,264,29,2,0
WAK,1632355200,8734,8309,250,15,9,0
WE,1632355200,2768,2556,104,7,1,0
TH,1632355200,134079,127407,4406,313,142,4
