Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1617580800,5665,4677,234,18,6,0
AP,1617580800,3023,2739,52,14,26,0
EA,1617580800,1428,1176,56,2,18,0
EF,1617580800,6499,5894,224,41,53,0
EIC,1617580800,5116,4620,194,14,32,0
G,1617580800,4275,3664,135,23,44,0
GRZ,1617580800,6005,4181,137,25,10,0
GTH,1617580800,6011,5280,173,13,54,0
HBN,1617580800,4301,3924,216,0,22,0
IK,1617580800,4643,4002,168,23,41,0
J,1617580800,3383,3072,61,0,11,0
KYF,1617580800,2776,2466,113,0,17,0
NDH,1617580800,1971,1828,50,2,4,1
SHK,1617580800,3611,3203,87,11,25,1
SHL,1617580800,1689,1483,98,3,11,0
SLF,1617580800,5266,4724,239,7,23,0
SM,1617580800,8026,7102,294,20,66,3
SOK,1617580800,4944,4299,120,39,48,0
SOM,1617580800,2978,2653,104,19,26,0
SON,1617580800,3067,2716,147,11,8,0
UH,1617580800,5267,4904,213,9,19,0
WAK,1617580800,6021,4965,184,11,97,0
WE,1617580800,2025,1829,94,8,15,1
TH,1617580800,97990,85401,3393,313,676,6
