Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1684800000,40669,40101,543,3,2,0
AP,1684800000,32772,32595,154,1,0,0
EA,1684800000,0,0,0,0,0,0
EF,1684800000,81403,80743,635,0,0,0
EIC,1684800000,47511,47095,394,0,1,0
G,1684800000,37001,36564,417,2,0,0
GRZ,1684800000,39677,39204,456,1,3,0
GTH,1684800000,53218,52820,387,0,1,0
HBN,1684800000,28419,27963,447,0,2,0
IK,1684800000,48804,48329,465,0,1,0
J,1684800000,47586,47348,194,2,0,0
KYF,1684800000,26997,26711,278,0,0,0
NDH,1684800000,29370,29225,115,6,1,0
SHK,1684800000,38169,37898,262,0,2,0
SHL,1684800000,12959,12737,214,0,0,0
SLF,1684800000,42303,41662,610,1,1,0
SM,1684800000,57318,56517,786,1,4,1
SOK,1684800000,34675,34304,356,0,1,0
SOM,1684800000,27850,27563,272,0,0,0
SON,1684800000,24798,24474,312,0,0,0
UH,1684800000,44067,43593,455,6,0,1
WAK,1684800000,65298,64791,472,4,1,0
WE,1684800000,27680,27468,207,0,0,0
TH,1684800000,888544,879705,8431,27,20,2
