Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1613174400,4583,3790,184,19,34,0
AP,1613174400,2154,1871,38,5,7,0
EA,1613174400,945,848,44,5,1,0
EF,1613174400,4785,4317,157,21,26,5
EIC,1613174400,3879,3442,134,17,21,0
G,1613174400,2907,2640,117,12,8,0
GRZ,1613174400,3406,3151,114,8,9,0
GTH,1613174400,4053,3532,134,45,30,0
HBN,1613174400,3552,3148,158,10,0,0
IK,1613174400,3197,2916,116,0,11,0
J,1613174400,2760,2577,43,7,16,0
KYF,1613174400,1904,1726,80,24,9,1
NDH,1613174400,1559,1421,42,0,7,0
SHK,1613174400,2638,2419,73,15,9,0
SHL,1613174400,1224,1055,77,8,6,0
SLF,1613174400,4201,3811,195,0,9,0
SM,1613174400,5397,4707,188,1,39,0
SOK,1613174400,3331,3003,79,9,19,0
SOM,1613174400,2026,1828,78,14,8,1
SON,1613174400,2636,2426,133,5,12,2
UH,1613174400,4257,3795,174,28,45,0
WAK,1613174400,3685,3279,127,20,7,0
WE,1613174400,1676,1480,91,10,11,1
TH,1613174400,70755,63182,2576,283,344,10
