Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1594684800,77,72,4,1,0,0
AP,1594684800,75,70,4,0,0,0
EA,1594684800,31,28,2,1,0,0
EF,1594684800,140,138,2,0,0,0
EIC,1594684800,162,153,9,0,1,0
G,1594684800,259,235,22,0,1,0
GRZ,1594684800,668,618,48,0,0,0
GTH,1594684800,316,283,30,1,0,0
HBN,1594684800,82,68,1,0,1,0
IK,1594684800,137,130,6,0,0,0
J,1594684800,163,158,3,0,0,0
KYF,1594684800,52,52,0,0,0,0
NDH,1594684800,66,64,2,0,0,0
SHK,1594684800,73,70,3,0,0,0
SHL,1594684800,21,19,2,0,0,0
SLF,1594684800,72,71,0,0,0,0
SM,1594684800,161,148,4,1,1,0
SOK,1594684800,150,138,12,0,0,0
SOM,1594684800,40,36,1,1,0,0
SON,1594684800,306,280,22,0,0,0
UH,1594684800,92,89,3,0,0,0
WAK,1594684800,89,85,2,1,0,0
WE,1594684800,69,69,0,0,0,0
TH,1594684800,3301,3074,182,6,4,0
