Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1679961600,40566,39882,537,12,6,1
AP,1679961600,32698,32448,153,3,4,0
EA,1679961600,0,0,0,0,0,0
EF,1679961600,81178,80211,628,26,18,0
EIC,1679961600,47386,46884,387,9,6,0
G,1679961600,36919,36461,411,3,3,0
GRZ,1679961600,39572,39002,451,0,4,0
GTH,1679961600,53143,52671,383,0,7,1
HBN,1679961600,28347,27819,443,5,8,0
IK,1679961600,48712,48159,462,6,14,1
J,1679961600,47411,47025,188,0,46,0
KYF,1679961600,26969,26632,276,2,1,0
NDH,1679961600,29252,29056,113,5,5,0
SHK,1679961600,38021,37679,262,7,8,0
SHL,1679961600,12923,12686,213,0,3,1
SLF,1679961600,42194,41484,604,5,8,1
SM,1679961600,57173,56330,770,13,3,1
SOK,1679961600,34599,34138,356,0,11,0
SOM,1679961600,27787,27479,271,1,1,0
SON,1679961600,24751,24367,311,3,7,0
UH,1679961600,44002,43496,454,6,0,0
WAK,1679961600,65154,64339,471,8,32,0
WE,1679961600,27626,27348,201,5,7,1
TH,1679961600,886383,875596,8345,119,202,7
