Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1648512000,27809,19142,408,295,311,4
AP,1648512000,23542,17261,124,240,261,1
EA,1648512000,0,0,0,0,0,0
EF,1648512000,41825,40407,461,484,402,10
EIC,1648512000,29783,19301,314,365,352,1
G,1648512000,25598,21447,338,437,499,3
GRZ,1648512000,24472,19259,335,205,68,1
GTH,1648512000,36550,32300,319,446,550,0
HBN,1648512000,20921,16610,388,207,115,1
IK,1648512000,30306,27660,417,277,363,3
J,1648512000,29085,19104,131,307,275,0
KYF,1648512000,19504,14209,233,235,140,0
NDH,1648512000,21692,12864,98,303,183,0
SHK,1648512000,26631,18498,213,328,267,0
SHL,1648512000,9005,7316,170,152,116,0
SLF,1648512000,31936,26710,494,303,737,2
SM,1648512000,38325,33448,630,534,423,2
SOK,1648512000,25793,19274,303,265,207,1
SOM,1648512000,20736,17305,213,275,353,0
SON,1648512000,16766,12968,277,230,129,1
UH,1648512000,28837,23597,392,422,475,0
WAK,1648512000,43088,34136,424,715,434,1
WE,1648512000,17247,11273,141,315,129,0
TH,1648512000,589451,464089,6823,7340,6789,31
