Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1647820800,25417,17431,405,173,194,0
AP,1647820800,21166,15660,121,192,170,1
EA,1647820800,0,0,0,0,0,0
EF,1647820800,39502,38231,445,270,256,0
EIC,1647820800,27292,17314,308,394,364,1
G,1647820800,23218,18752,331,543,129,0
GRZ,1647820800,22691,18576,332,183,108,0
GTH,1647820800,33532,28977,319,450,558,0
HBN,1647820800,19541,15913,385,173,128,0
IK,1647820800,28106,25073,411,393,366,1
J,1647820800,25368,17409,131,258,117,0
KYF,1647820800,17483,13208,229,312,97,0
NDH,1647820800,19338,11565,97,491,172,0
SHK,1647820800,24134,16750,204,48,350,0
SHL,1647820800,8098,6993,168,159,126,0
SLF,1647820800,29593,23657,492,663,582,1
SM,1647820800,35361,30668,621,376,500,2
SOK,1647820800,23844,18140,298,365,231,0
SOM,1647820800,18567,15136,212,406,402,0
SON,1647820800,15673,12232,273,168,64,1
UH,1647820800,25965,21081,391,462,251,0
WAK,1647820800,38529,30882,423,222,463,0
WE,1647820800,15159,10171,137,257,128,0
TH,1647820800,537577,423819,6733,6958,5756,7
