Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1654128000,31463,30575,468,0,37,0
AP,1654128000,27119,26602,129,16,20,0
EA,1654128000,0,0,0,0,0,0
EF,1654128000,64632,63819,524,17,115,0
EIC,1654128000,36582,35855,337,32,35,1
G,1654128000,28985,28546,355,8,24,0
GRZ,1654128000,33306,32611,370,7,20,0
GTH,1654128000,43349,42878,339,0,20,0
HBN,1654128000,23617,23041,399,30,14,1
IK,1654128000,38391,37771,426,15,22,0
J,1654128000,35728,34724,145,0,46,0
KYF,1654128000,22275,21754,241,12,14,1
NDH,1654128000,24002,23733,101,8,9,0
SHK,1654128000,30085,29547,221,12,23,1
SHL,1654128000,10442,10208,179,6,6,0
SLF,1654128000,35583,34933,542,11,16,0
SM,1654128000,44216,43371,648,21,35,0
SOK,1654128000,29608,29073,331,20,13,0
SOM,1654128000,23156,22847,240,7,8,0
SON,1654128000,20233,19703,285,0,14,0
UH,1654128000,34950,34314,414,15,27,0
WAK,1654128000,51236,50467,445,7,37,0
WE,1654128000,22045,21383,157,25,22,1
TH,1654128000,711003,697755,7296,269,577,5
