Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1668816000,38892,37467,500,0,27,0
AP,1668816000,31924,31290,145,0,0,0
EA,1668816000,0,0,0,0,0,0
EF,1668816000,78013,76975,564,0,72,0
EIC,1668816000,45672,45027,368,0,13,0
G,1668816000,35544,34853,386,0,13,0
GRZ,1668816000,38534,37750,419,0,12,0
GTH,1668816000,51616,51043,372,0,17,0
HBN,1668816000,27788,26963,436,0,0,0
IK,1668816000,47221,46431,446,0,28,0
J,1668816000,45538,44470,173,0,5,0
KYF,1668816000,26301,25567,257,0,0,0
NDH,1668816000,28091,27598,108,0,4,0
SHK,1668816000,36533,35639,241,0,5,0
SHL,1668816000,12559,12265,197,0,0,0
SLF,1668816000,41182,40340,581,0,1,0
SM,1668816000,55189,54093,731,0,8,0
SOK,1668816000,33770,32961,344,0,8,0
SOM,1668816000,27023,26577,256,0,1,0
SON,1668816000,24027,23288,300,0,0,0
UH,1668816000,43002,42394,425,0,7,0
WAK,1668816000,62999,61947,463,0,1,0
WE,1668816000,26877,26499,182,0,0,0
TH,1668816000,858295,841437,7894,0,222,0
