Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1668470400,38795,37253,496,29,93,0
AP,1668470400,31889,31195,145,19,69,0
EA,1668470400,0,0,0,0,0,0
EF,1668470400,77843,76609,564,59,16,3
EIC,1668470400,45618,44922,368,18,78,1
G,1668470400,35467,34729,384,0,19,0
GRZ,1668470400,38458,37648,419,0,53,0
GTH,1668470400,51541,50966,372,27,42,0
HBN,1668470400,27748,26887,435,6,81,0
IK,1668470400,47137,46298,446,40,87,1
J,1668470400,45409,44288,173,47,51,0
KYF,1668470400,26271,25481,256,12,49,0
NDH,1668470400,28030,27512,107,28,51,0
SHK,1668470400,36459,35452,241,19,80,0
SHL,1668470400,12543,12237,197,11,21,0
SLF,1668470400,41104,40259,581,20,29,0
SM,1668470400,55112,53959,729,91,116,0
SOK,1668470400,33728,32879,344,15,39,0
SOM,1668470400,26946,26512,255,19,25,0
SON,1668470400,23972,23218,300,5,63,0
UH,1668470400,42948,42325,425,8,32,0
WAK,1668470400,62921,61877,463,18,92,0
WE,1668470400,26851,26434,182,18,44,1
TH,1668470400,856790,838940,7882,509,1230,6
