Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1669680000,39200,37978,501,119,69,0
AP,1669680000,32026,31581,145,21,38,0
EA,1669680000,0,0,0,0,0,0
EF,1669680000,78429,77395,567,52,27,0
EIC,1669680000,45851,45206,369,60,20,0
G,1669680000,35780,35139,387,31,35,0
GRZ,1669680000,38721,37981,423,36,17,1
GTH,1669680000,51738,51221,372,3,15,0
HBN,1669680000,27853,27157,441,9,20,0
IK,1669680000,47432,46717,446,31,34,0
J,1669680000,45808,44817,173,147,6,0
KYF,1669680000,26401,25833,258,16,29,0
NDH,1669680000,28262,27798,110,44,19,0
SHK,1669680000,36736,36011,241,72,67,0
SHL,1669680000,12624,12352,199,12,9,0
SLF,1669680000,41319,40540,581,29,39,0
SM,1669680000,55468,54428,732,76,22,0
SOK,1669680000,33915,33221,344,33,45,0
SOM,1669680000,27129,26731,256,19,24,0
SON,1669680000,24113,23530,300,10,41,0
UH,1669680000,43159,42572,425,47,15,0
WAK,1669680000,63185,62379,463,37,54,0
WE,1669680000,26996,26663,182,18,15,0
TH,1669680000,862145,847250,7915,922,660,1
