Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1616544000,5317,4551,225,33,15,0
AP,1616544000,2757,2534,51,25,12,0
EA,1616544000,1291,1026,56,39,10,0
EF,1616544000,5988,5368,224,85,25,0
EIC,1616544000,4780,4300,177,43,17,1
G,1616544000,3767,3188,125,83,18,0
GRZ,1616544000,5125,3879,129,80,27,0
GTH,1616544000,5299,4652,171,66,48,0
HBN,1616544000,4153,3797,205,9,12,1
IK,1616544000,4108,3584,159,51,27,0
J,1616544000,3158,2947,61,28,7,0
KYF,1616544000,2575,2292,112,33,11,0
NDH,1616544000,1876,1733,49,13,19,0
SHK,1616544000,3280,2966,86,42,15,2
SHL,1616544000,1586,1360,93,17,15,0
SLF,1616544000,4944,4433,231,41,19,1
SM,1616544000,7350,6407,277,102,83,2
SOK,1616544000,4515,3819,108,85,23,2
SOM,1616544000,2674,2329,100,30,21,1
SON,1616544000,2907,2651,146,8,5,1
UH,1616544000,5091,4688,213,11,21,2
WAK,1616544000,5311,4310,165,98,38,0
WE,1616544000,1902,1743,93,8,2,0
TH,1616544000,89754,78557,3256,1030,490,13
