Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1631491200,7119,6733,293,0,5,0
AP,1631491200,4233,4074,78,4,3,0
EA,1631491200,1979,1900,78,0,0,0
EF,1631491200,9082,8610,273,50,10,0
EIC,1631491200,6370,6083,250,2,8,0
G,1631491200,5895,5621,205,6,3,0
GRZ,1631491200,7968,7676,240,5,1,0
GTH,1631491200,8893,8600,206,20,9,0
HBN,1631491200,5550,5242,251,9,4,1
IK,1631491200,6678,6387,218,3,8,0
J,1631491200,4512,4301,84,1,0,0
KYF,1631491200,3734,3568,145,0,4,0
NDH,1631491200,3026,2919,70,6,3,0
SHK,1631491200,4843,4649,131,0,0,0
SHL,1631491200,2235,2098,113,1,1,0
SLF,1631491200,6883,6556,289,3,6,0
SM,1631491200,10212,9783,372,7,3,0
SOK,1631491200,6570,6339,185,5,1,0
SOM,1631491200,4264,4055,136,15,4,0
SON,1631491200,4403,4114,164,5,1,0
UH,1631491200,6501,6183,264,3,7,0
WAK,1631491200,8588,8205,250,5,9,0
WE,1631491200,2712,2531,104,12,1,0
TH,1631491200,132250,126227,4399,162,91,1
