Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1673568000,40119,39258,526,3,8,4
AP,1673568000,32428,32077,149,5,-1,0
EA,1673568000,0,0,0,0,0,0
EF,1673568000,79962,79105,609,-5,27,0
EIC,1673568000,46659,46066,381,9,9,0
G,1673568000,36631,36121,408,4,5,0
GRZ,1673568000,39273,38681,441,9,4,0
GTH,1673568000,52581,52003,378,29,3,0
HBN,1673568000,28121,27541,443,8,0,0
IK,1673568000,48227,47627,452,2,16,0
J,1673568000,46765,46078,174,21,2,0
KYF,1673568000,26769,26290,271,3,1,1
NDH,1673568000,28854,28471,110,5,23,0
SHK,1673568000,37465,36876,257,2,3,1
SHL,1673568000,12824,12578,208,1,0,0
SLF,1673568000,41773,41049,589,0,-1,0
SM,1673568000,56420,55497,751,6,5,0
SOK,1673568000,34308,33818,348,0,6,1
SOM,1673568000,27551,27169,264,4,0,0
SON,1673568000,24437,23993,304,3,2,0
UH,1673568000,43749,43180,448,4,5,0
WAK,1673568000,64118,63312,467,16,3,0
WE,1673568000,27310,27030,192,3,1,1
TH,1673568000,876344,863820,8170,132,121,8
